FID,pid,code,startcode,endcode,startnr,endr,oldstatus,newstatus,change,ok
2033, ,5E-ES,5E,ES,56,76,NEW,FIX,1,1
2034, ,DG-EW,DG,EW,13,97,NEW,FIX,1,1
2035, ,32-DI,32,DI,59,99,NEW,FIX,1,1
2036, ,32-DH,32,DH,59,70,NEW,FIX,1,1
2037, ,31-DH,31,DH,70,94,NEW,FIX,1,1
2038, ,5F-DP,5F,DP,25,49,NEW,FIX,1,1
2039, ,5F-5G,5F,5G,25,93,NEW,FIX,1,1
2040, ,5G-5K,5G,5K,82,93,NEW,FIX,1,1
2041, ,5G-EW,5G,EW,13,93,NEW,FIX,1,1
2042, ,5H-ER,5H,ER,2,71,NEW,FIX,1,1
2043, ,5H-E2,5H,E2,2,72,NEW,FIX,1,1
2044, ,5H-5I,5H,5I,2,45,NEW,FIX,1,1
2045, ,5I-5J,5I,5J,40,45,NEW,FIX,1,1
2046, ,5I-E2,5I,E2,45,72,NEW,FIX,1,1
2047, ,5I-E1,5I,E1,45,89,NEW,FIX,1,1
2048, ,5C-EZ,5C,EZ,74,81,NEW,FIX,1,1
2049, ,5J-EZ,5J,EZ,40,81,NEW,FIX,1,1
2050, ,EQ-EX,EQ,EX,24,69,MIS,FIX,1,1
2051, ,5M-EX,5M,EX,24,54,NEW,FIX,1,1
2052, ,5M-E3,5M,E3,54,75,NEW,FIX,1,1
2053, ,5M-5N,5M,5N,54,98,NEW,FIX,1,1
2054, ,5N-DQ,5N,DQ,5,98,NEW,FIX,1,1
2055, ,5N-DR,5N,DR,3,98,NEW,FIX,1,1
2056, ,D1-FE,D1,FE,18,52,NEW,FIX,1,1
2057, ,5O-E4,5O,E4,38,73,NEW,FIX,1,1
2058, ,5O-E5,5O,E5,73,80,NEW,FIX,1,1
2059, ,5Q-E5,5Q,E5,30,80,NEW,FIX,1,1
2060, ,5Q-E3,5Q,E3,30,75,NEW,FIX,1,1
2061, ,5Q-EZ,5Q,EZ,30,81,NEW,FIX,1,1
2062, ,5O-5P,5O,5P,39,73,NEW,FIX,1,1
2063, ,5P-E6,5P,E6,17,39,NEW,FIX,1,1
2064, ,5P-E7,5P,E7,39,77,NEW,FIX,1,1
2065, ,E7-SS,E7,SS,9,77,NEW,FIX,0,1
2066, ,5T-DV,5T,DV,28,42,NEW,FIX,1,1
2067, ,5T-DW,5T,DW,6,28,NEW,FIX,1,1
2068, ,5T-5U,5T,5U,28,71,NEW,FIX,1,1
2069, ,5U-DW,5U,DW,6,71,NEW,FIX,1,1
2070, ,5U-DX,5U,DX,60,71,NEW,FIX,1,1
2071, ,5V-5Z,5V,5Z,56,58,NEW,FIX,0,1
2072, ,5V-C1,5V,C1,58,82,NEW,FIX,1,1
2073, ,5V-5W,5V,5W,58,68,NEW,FIX,1,1
2074, ,5W-5X,5W,5X,8,68,NEW,FIX,1,1
2075, ,C6-5X,C6,5X,8,57,NEW,FIX,1,1
2076, ,C4-5X,C4,5X,8,40,NEW,FIX,1,1
2077, ,C4-5W,C4,5W,40,68,NEW,FIX,1,1
2078, ,C6-5Y,C6,5Y,24,57,NEW,FIX,1,1
2079, ,C7-5Y,C7,5Y,24,74,NEW,FIX,1,1
2080, ,50-51,50,51,50,97,NEW,FIX,1,1
2081, ,50-CQ,50,CQ,10,50,NEW,FIX,1,1
2082, ,50-DS,50,DS,23,50,NEW,FIX,1,1
2083, ,51-CQ,51,CQ,10,97,NEW,FIX,1,1
2084, ,51-CP,51,CP,90,97,NEW,FIX,1,1
2085, ,5S-5Y,5S,5Y,24,48,NEW,FIX,1,1
2086, ,5R-5S,5R,5S,48,75,NEW,FIX,1,1
2087, ,5S-53,5S,53,23,48,NEW,FIX,1,1
2088, ,53-6M,53,6M,23,93,NEW,FIX,1,1
2089, ,53-6N,53,6N,23,80,NEW,FIX,1,1
2090, ,6N-A9,6N,A9,80,83,NEW,FIX,1,1
2091, ,6N-BA,6N,BA,53,80,NEW,FIX,1,1
2092, ,6M-BA,6M,BA,53,93,NEW,FIX,0,1
2093, ,56-A2,56,A2,39,70,NEW,FIX,1,1
2094, ,56-A1,56,A1,38,70,NEW,FIX,1,1
2095, ,57-CX,57,CX,46,85,NEW,FIX,1,1
2096, ,55-57,55,57,9,46,NEW,FIX,1,1
2097, ,54-55,54,55,9,65,NEW,FIX,1,1
2098, ,54-56,54,56,65,70,NEW,FIX,1,1
2099, ,5R-54,5R,54,65,75,NEW,FIX,1,1
2100, ,5R-52,5R,52,26,75,NEW,FIX,1,1
2101, ,C3-52,C3,52,20,26,NEW,FIX,1,1
2102, ,57-58,57,58,46,66,NEW,FIX,1,1
2103, ,58-CP,58,CP,66,90,NEW,FIX,1,1
2104, ,6G-CO,6G,CO,11,78,NEW,FIX,1,1
2105, ,59-6G,59,6G,69,78,NEW,FIX,1,1
2106, ,6G-AW,6G,AW,78,88,NEW,FIX,1,1
2107, ,6A-1H,6A,1H,45,99,NEW,FIX,1,1
2108, ,6B-6C,6B,6C,5,59,NEW,FIX,1,1
2109, ,6A-6C,6A,6C,5,45,NEW,FIX,1,1
2110, ,6A-6B,6A,6B,45,59,NEW,FIX,1,1
2111, ,6F-AU,6F,AU,26,30,NEW,FIX,1,1
2112, ,6D-6F,6D,6F,30,96,NEW,FIX,1,1
2113, ,6B-6D,6B,6D,59,96,NEW,FIX,1,1
2114, ,6D-6E,6D,6E,40,96,NEW,FIX,1,1
2115, ,6C-6E,6C,6E,5,40,NEW,FIX,1,1
2116, ,59-1H,59,1H,69,99,NEW,FIX,1,1
2117, ,6E-AW,6E,AW,40,88,NEW,FIX,1,1
2118, ,6F-AW,6F,AW,30,88,NEW,FIX,1,1
2119, ,6F-AX,6F,AX,30,33,NEW,FIX,1,1
2120, ,46-1C,46,1C,23,53,NEW,FIX,1,1
2121, ,6K-AR,6K,AR,2,83,NEW,FIX,1,1
2122, ,3K-6K,3K,6K,34,83,NEW,FIX,1,1
2123, ,6K-6L,6K,6L,16,83,NEW,FIX,1,1
2124, ,6L-AZ,6L,AZ,16,80,NEW,FIX,1,1
2125, ,6L-AQ,6L,AQ,16,31,NEW,FIX,1,1
2126, ,6H-6J,6H,6J,47,62,NEW,FIX,1,1
2127, ,6H-CM,6H,CM,14,62,NEW,FIX,1,1
2128, ,6H-6I,6H,6I,31,62,NEW,FIX,1,1
2129, ,6I-DT,6I,DT,27,31,NEW,FIX,1,1
2130, ,59-6I,59,6I,31,69,NEW,FIX,1,1
2131, ,6J-DM,6J,DM,36,47,NEW,FIX,1,1
2132, ,6J-CG,6J,CG,47,64,NEW,FIX,1,1
2133, ,58-1H,58,1H,66,99,NEW,FIX,1,1
2134, ,I9-ZL,I9,ZL,40,49,NEW,FIX,1,1
2135, ,JL-ZL,JL,ZL,49,54,NEW,FIX,1,1
2136, ,4M-JL,4M,JL,54,81,NEW,FIX,1,1
2137, ,4M-JK,4M,JK,77,81,NEW,FIX,1,1
2138, ,4M-6T,4M,6T,57,81,NEW,FIX,1,1
2139, ,6T-P4,6T,P4,9,57,NEW,FIX,1,1
2140, ,6T-P5,6T,P5,57,64,NEW,FIX,1,1
2141, ,DEL.H0-H2,H0,H2,18,73,DEL,DEL,0,1
2142, ,R0-X9,R0,X9,49,61,NEW,FIX,1,1
2143, ,RI-YF,RI,YF,62,92,NEW,FIX,1,1
2144, ,R1-X9,R1,X9,13,61,NEW,FIX,1,1
2145, ,RM-YN,RM,YN,18,98,NEW,FIX,1,1
2146, ,YK-YN,YK,YN,NaN,NaN,NEW,FIX,1,1
2147, ,6O-XS,6O,XS,NaN,NaN,NEW,FIX,1,1
2148, ,Q5-YS,Q5,YS,24,88,NEW,FIX,1,1
2149, ,6P-LX,6P,LX,15,85,NEW,FIX,1,1
2150, ,J4-Z9,J4,Z9,2,9,NEW,FIX,1,1
2151, ,NS-Z9,NS,Z9,2,41,NEW,FIX,1,1
2152, ,4N-6Q,4N,6Q,53,67,NEW,FIX,1,1
2153, ,6Q-04,6Q,04,53,62,NEW,FIX,1,1
2154, ,6R-HA,6R,HA,55,89,NEW,FIX,1,1
2155, ,6R-G9,6R,G9,55,95,NEW,FIX,1,1
2156, ,6S-W0,6S,W0,18,80,NEW,FIX,1,1
2157, ,6S-W2,6S,W2,18,72,NEW,FIX,1,1
2158, ,OH-OK,OH,OK,17,19,NEW,FIX,0,1
2159, ,C9-52,C9,52,26,44,NEW,FIX,1,1
2160, ,55-A1,55,A1,9,38,NEW,FIX,1,1
2161, ,S3-S4,S3,S4,4,8,MIS,FIX,0,1
2162, ,ES-1C,ES,1C,53,76,NEW,FIX,1,1
2163, ,13-L4,13,L4,26,97,NEW,FIX,1,1
2164, ,14-L4,14,L4,24,26,NEW,FIX,1,1
2165, ,2M-M0,2M,M0,90,94,NEW,FIX,1,1
2166, ,O5-1X,O5,1X,42,75,NEW,FIX,1,1
2167, ,O5-1V,O5,1V,75,95,NEW,FIX,1,1
2168, ,29-AF,29,AF,4,15,NEW,FIX,1,1
2169, ,29-3C,29,3C,4,31,NEW,FIX,1,1
2170, ,3C-AO,3C,AO,3,31,NEW,FIX,1,1
2171, ,36-4A,36,4A,63,89,NEW,FIX,1,1
2172, ,36-4B,36,4B,48,63,NEW,FIX,1,1
2173, ,Z3-1W,Z3,1W,4,64,NEW,FIX,1,1
2174, ,Z3-0C,Z3,0C,4,18,NEW,FIX,1,1
2175, ,BC-Z3,BC,Z3,4,45,NEW,FIX,1,1
2176, ,0C-1W,0C,1W,18,64,NEW,FIX,1,1
2177, ,0C-1A,0C,1A,18,86,NEW,FIX,1,1
2178, ,1A-1W,1A,1W,64,86,NEW,FIX,1,1
2179, ,SF-1A,SF,1A,29,86,NEW,FIX,1,1
2180, ,27-28,27,28,44,63,NEW,FIX,1,1
2181, ,28-46,28,46,23,44,NEW,FIX,1,1
2182, ,27-46,27,46,23,63,NEW,FIX,1,1
2183, ,28-47,28,47,44,48,NEW,FIX,1,1
2184, ,27-FO,27,FO,59,63,NEW,FIX,1,1
2185, ,D2-EA,D2,EA,70,85,NEW,FIX,1,1
2186, ,JN-JO,JN,JO,28,58,MIS,FIX,1,1
2187, ,D8-VT,D8,VT,43,44,NEW,FIX,1,1
2188, ,D8-Z6,D8,Z6,23,43,NEW,FIX,1,1
2189, ,D8-VQ,D8,VQ,43,46,NEW,FIX,1,1
2190, ,Q5-YQ,Q5,YQ,38,88,NEW,FIX,1,1
2191, ,5J-EY,5J,EY,40,84,NEW,FIX,1,1
2192, ,37-MC,37,MC,8,58,NEW,FIX,1,1
2193, ,37-L9,37,L9,58,76,NEW,FIX,1,1
2194, ,L9-UX,L9,UX,16,76,NEW,FIX,1,1
2195, ,MB-UX,MB,UX,16,71,NEW,FIX,1,1
2196, ,37-UX,37,UX,16,58,NEW,FIX,1,1
2197, ,U6-1N,U6,1N,81,89,NEW,FIX,1,1
2198, ,OJ-U6,OJ,U6,10,81,NEW,FIX,1,1
2199, ,U6-VJ,U6,VJ,81,93,NEW,FIX,1,1
2200, ,4H-ED,4H,ED,16,77,NEW,FIX,1,1
2201,6115-6116,EG-EH,EG,EH,88,95,FIX,FIX,1,1
2202, ,VJ-1P,VJ,1P,93,99,NEW,FIX,1,1
2203, ,2C-VS,2C,VS,23,83,NEW,FIX,1,1
2204, ,5K-EQ,5K,EQ,69,82,NEW,FIX,1,1
2205, ,5K-ER,5K,ER,71,82,NEW,FIX,1,1
2206, ,5F-DI,5F,DI,25,99,NEW,FIX,1,1
2207, ,5E-ER,5E,ER,56,71,NEW,FIX,1,1
2208, ,5E-EV,5E,EV,56,83,NEW,FIX,1,1
2209, ,5D-5L,5D,5L,73,89,NEW,FIX,1,1
2210, ,5L-ON,5L,ON,50,73,NEW,FIX,1,1
2211, ,5D-N1,5D,N1,85,89,NEW,FIX,1,1
2212, ,5D-N0,5D,N0,65,89,NEW,FIX,1,1
2213, ,WW-YI,WW,YI,67,77,NEW,FIX,1,1
